1.010000, 0.710000, 
1.010000, 0.710000, 
1.010000, 0.710000, 
1.010000, 0.710000, 
1.010000, 0.710000, 
1.010000, 0.710000, 
-0.090000, 1.410000, 
-0.090000, 1.410000, 
-0.090000, 1.410000, 
-0.090000, 1.410000, 
-0.090000, 1.410000, 
-0.090000, 1.410000, 
-0.090000, 1.410000, 
-0.090000, 1.410000, 
-0.090000, 1.410000, 
-0.090000, 1.410000, 
-0.090000, 1.410000, 
-0.090000, 1.410000, 
0.010000, 0.010000, 
0.010000, 0.010000, 
0.010000, 0.010000, 
-0.290000, 0.210000, 
-0.390000, 0.510000, 
-0.390000, 0.910000, 
-0.390000, 0.910000, 
-0.390000, 0.910000, 
-0.390000, 0.910000, 
-0.390000, 0.910000, 
-0.890000, -0.090000, 
-0.890000, -0.090000, 
-1.190000, 0.110000, 
-1.290000, 0.410000, 
-1.290000, 0.810000, 
-1.290000, 0.810000, 
-1.290000, 0.810000, 
-1.290000, 0.810000, 
-1.290000, 0.810000, 
-1.290000, 0.810000, 
-1.290000, 0.810000, 
-1.590000, 1.010000, 
-1.690000, 1.310000, 
-1.690000, 1.710000, 
-1.690000, 1.710000, 
-1.690000, 1.710000, 
-1.690000, 1.710000, 
-1.690000, 1.710000, 
-2.190000, 0.710000, 
-2.190000, 0.710000, 
-2.190000, 0.710000, 
-2.290000, 1.010000, 
-2.290000, 1.410000, 
-2.290000, 1.410000, 
-2.290000, 1.410000, 
-2.290000, 1.410000, 
-2.290000, 1.410000, 
-2.290000, 1.410000, 
-2.290000, 1.410000, 
-2.290000, 1.410000, 
-2.290000, 1.410000, 
-2.290000, 1.810000, 
-2.290000, 1.810000, 
-2.290000, 1.810000, 
-2.290000, 1.810000, 
-2.290000, 1.810000, 
-2.790000, 0.810000, 
-2.790000, 0.810000, 
-2.790000, 0.810000, 
-2.890000, 1.110000, 
-2.890000, 1.510000, 
-2.890000, 1.510000, 
-2.890000, 1.510000, 
-2.890000, 1.510000, 
-2.890000, 1.510000, 
-2.890000, 1.510000, 
-2.890000, 1.510000, 
-2.890000, 1.510000, 
-2.890000, 1.510000, 
-2.890000, 1.510000, 
-2.890000, 1.510000, 
-2.890000, 1.510000, 
-2.890000, 1.510000, 
0.010000, 0.010000, 
0.010000, 0.010000, 
0.010000, 0.010000, 
0.010000, 0.010000, 
0.010000, 0.010000, 
0.010000, 0.010000, 
1.110000, -0.690000, 
1.510000, -0.790000, 
1.810000, -0.790000, 
0.810000, -1.490000, 
0.810000, -1.490000, 
0.810000, -1.490000, 
0.810000, -1.490000, 
0.810000, -1.490000, 
0.810000, -1.490000, 
0.810000, -1.490000, 
1.210000, -1.590000, 
1.510000, -1.590000, 
1.510000, -1.590000, 
1.510000, -1.590000, 
1.510000, -1.590000, 
1.510000, -1.590000, 
1.510000, -1.590000, 
1.510000, -1.590000, 
1.510000, -1.590000, 
1.510000, -1.590000, 
1.810000, -1.590000, 
0.810000, -2.290000, 
0.810000, -2.290000, 
0.810000, -2.290000, 
0.810000, -2.290000, 
0.810000, -2.290000, 
0.810000, -2.290000, 
0.810000, -2.290000, 
1.210000, -2.390000, 
1.510000, -2.390000, 
1.510000, -2.390000, 
1.510000, -2.390000, 
1.510000, -2.390000, 
1.510000, -2.390000, 
1.510000, -2.390000, 
1.510000, -2.390000, 
1.510000, -2.390000, 
1.510000, -2.390000, 
1.810000, -2.390000, 
1.810000, -2.390000, 
1.810000, -2.390000, 
1.810000, -2.390000, 
1.810000, -2.390000, 
1.810000, -2.390000, 
1.810000, -2.390000, 
1.810000, -2.390000, 
1.810000, -2.390000, 
2.110000, -2.390000, 
2.110000, -2.390000, 
2.110000, -2.390000, 
2.110000, -2.390000, 
2.110000, -2.390000, 
2.110000, -2.390000, 
2.110000, -2.390000, 
2.110000, -2.390000, 
2.110000, -2.390000, 
2.110000, -2.390000, 
-0.090000, 1.410000, 
-2.890000, 1.510000, 
2.110000, -2.390000, 
